Code,Type,Number,Brand,Model,Cc,Year,Comment,Picture
"207","ABSC","3","FORD","TRANSIT L100 VAN","0","1998","-","falta.jpg"
"207","ABTD","3","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1993","-","falta.jpg"
"207","ABTD","4","FORD","TRANSIT 100L VAN TA-","0","1995","-","falta.jpg"
"207","ABTM","5","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"808","ABTD","1","MERCEDES","313 CDI SPRINTER","0","2004",,"0808-ABTD1.jpg"
"209","VTTU","1","FIAT","F160R","8000","1981",,"0209-VTTU1.jpg"
"808","ABSC","1","MERCEDES","313 CDI SPRINTER","0","2001",,"0808-ABSC1.jpg"
"808","ABSC","2","MERCEDES","315 CDI SPRINTER","0","2009",,"0808-ABSC2.jpg"
"209","VTPT","2","LAND ROVER","110 2.5 TDI DEFENDER","0","1997",NULL,"0209-VTPT2.jpg"
"209","ABTD","5","MERCEDES","212D SPRINTER","0","1998",,"0209-ABTD5.jpg"
"209","ABTD","7","MERCEDES","313 CDI SPRINTER","0","2000",,"0209-ABTD7.jpg"
"209","ABTD","8","MERCEDES","313 CDI SPRINTER","0","2002",,"0209-ABTD8.jpg"
"209","ABTD","11","MERCEDES","315 CDI SPRINTER","0","2008",,"0209-ABTD11.jpg"
"621","VCOT","1","MITSUBISHI","STRAKAR	","0","2008",NULL,"0621-VCOT1.jpg"
"209","ABTM","10","MERCEDES","313 CDI SPRINTER","0","2004",,"0209-ABTM10.jpg"
"209","ABTM","12","MERCEDES","315 CDI SPRINTER","0","2008",,"0209-ABTM12.jpg"
"209","VCOT","1","LAND ROVER","90 2.5 TDI DEFENDER","0","2005",,"0209-VCOT1.jpg"
"209","VETA","1","VW","TRANSPORTER T4 2.4D","0","1995",,"0209-VETA1.jpg"
"209","VFCI","1","MERCEDES","914 AK/30.9","2300","1993",,"0209-VFCI1.jpg"
"209","VFCI","2","MERCEDES","1225AF/36 ATEGO","3000","1999",,"0209-VFCI2.jpg"
"209","VFCI","3","IVECO","40E10 WM TURBODAILY","800","1987",,"0209-VFCI3.jpg"
"208","VTGC","3","DAF","95XF 480	","28000","1997",NULL,"0208-VTGC3.jpg"
"209","VSAT","1","MERCEDES","416D/35 CDI SPRINTER","800","2002",,"0209-VSAT1.jpg"
"209","VTGC","2","MERCEDES","2435","20000","1989",,"0209-VTGC1.jpg"
"209","VTPT","1","UMM","ALTER TURBO","0","1993",,"0209-VTPT1.jpg"
"621","VECI","8","SCANIA","114C 340 6X6","13000","1998",NULL,"0621-VECI8.jpg"
"209","ABTD","1","MERCEDES","315 CDI SPRINTER","0","2008",,"0209-ABTD1.jpg"
"209","ABTD","3","MERCEDES","212D SPRINTER","0","1999",,"0209-ABTD3.jpg"
"209","ABTD","4","TOYOTA","HIACE 21LHA2 DIESEL","0","1999",,"0209-ABTD4.jpg"
"208","ABSC","1","MERCEDES","313 CDI SPRINTER","0","2000",,"0208-ABSC1.jpg"
"209","BSRS","1","HONDA 50HP","BOMBARD 4.70","0",NULL,NULL,"0209-BSRS1.jpg"
"208","INEM","1","VW","CRAFTER","0","2008",,"0208-INEM.jpg"
"208","ABTD","1","MERCEDES","315 CDI SPRINTER","0","2009",,"0208-ABTD1.jpg"
"208","ABTD","2","MERCEDES","313 CDI SPRINTER","0","2004",,"0208-ABTD2.jpg"
"208","ABTM","9","MERCEDES","313 CDI SPRINTER","0","2004",,"0208-ABTM9.jpg"
"208","ABTM","10","MERCEDES","315 CDI SPRINTER","0","2007",,"0208-ABTM10.jpg"
"208","ABTM","11","MERCEDES","311 CDI SPRINTER","0","2009",,"0208-ABTM11.jpg"
"208","VCOT","1","LAND ROVER","90 2.5.TDI DEFENDER","0","1998",,"0208-VCOT1.jpg"
"208","VFCI","4","MAN","10 224 LAEK35,6CD26","3000","2001",,"0208-VFCI4.jpg"
"0","VeÃ­c","0","Marca","Modelo","0","2000","Material","Foto"
"208","VFCI","6","MERCEDES","1317AK31","3000","1994",,"0208-VFCI6.jpg"
"208","VLCI","1","LAND ROVER","130 2.5 TD5 DEFENDER","600","1999",,"0208-VLCI1.jpg"
"621","VFCI","1","MERCEDES","UNIMOG U1550L","3000","1992",NULL,"0621-VFCI1.jpg"
"208","VSAT","1","MERCEDES","416D/35 CDI SPRINTER","800","2002",,"0208-VSAT1.jpg"
"210","VSAT","1","MITSUBISHI","CANTER FE649CD","500","2001","-","0210-VSAT1.jpg"
"210","VLCI","1","UMM","ALTER 4X4 D","500","1987","-","falta.jpg"
"210","VLCI","2","UMM","ALTER 4X4 D","500","1987","-","falta.jpg"
"210","VUCI","3","TOYOTA","DYNA 250 31BVEO 5.3","1000","1996","-","0210-VUCI3.jpg"
"210","VFCI","4","MERCEDES-BENZ","917AF/31","2000","1996","-","0210-VFCI4.jpg"
"210","VFCI","5","M.A.N.","10 224 LAEK35,6CD26","3000","2000","-","0210-VFCI5.jpg"
"210","VTTR","1","MERCEDES-BENZ","LAK 1519","5000","1973","-","0210-VTTR1.jpg"
"210","VTGC","2","DAF","FAT 2305","22000","1980","-","0210-VTGC2.jpg"
"1110","ABTD","5","FORD","TRANSIT 130T300 TDCI","0","2008",,"1110-ABTD5.jpg"
"1110","ABTM","3","FORD","TRANSIT 130T300 TDCI","0","2007",,"1110-ABTM3.jpg"
"210","VCOT","1","NISSAN","PATROL KY260","0","1997","-","0210-VCOT1.jpg"
"210","ABTD","1","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2004","-","0210-ABTD1.jpg"
"210","ABTD","2","MERCEDES-BENZ","250D-T124","0","1988","-","falta.jpg"
"210","ABTD","3","MERCEDES-BENZ","250D-T124","0","1987","-","falta.jpg"
"210","ABSC","3","MERCEDES-BENZ","312D35 SPRINTER","0","1999","-","0210-ABSC3.jpg"
"210","ABSC","4","MERCEDES-BENZ","208D/30","0","1994","-","0210-ABSC4.jpg"
"1110","VE 30","1","RENAULT","M 200 MIDLINER","0","1992",,"1110-VE30.jpg"
"1110","ABTM","7","MERCEDES","315 CDI SPRINTER","0","2010",,"1110-ABTM7.jpg"
"1110","ABTM","6","FIAT","DUCATO 120 MTJ","0","2009",,"1110-ABTM6.jpg"
"210","ABTD","7","MERCEDES-BENZ","212D/30 SPRINTER","0","1999","-","0210-ABTD7.jpg"
"210","ABTD","8","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2002","-","0210-ABTD8.jpg"
"210","ABTM","9","FORD","TRANSIT 330L","0","2001","-","0210-ABTM9.jpg"
"211","VSAT","1","MERCEDES-BENZ","412D/35 SPRINTER","500","1998","-","0211-VSAT1.jpg"
"211","VLCI","3","MAZDA","-","0","2002","-","0211-VLCI3.jpg"
"211","VFCI","2","MERCEDES-BENZ","917AF/31","2000","1996","-","0211-VFCI2.jpg"
"211","VFCI","1","RENAULT","75-130 4X4","3500","1983","-","0211-VFCI1.jpg"
"211","ABSC","1","IVECO","35S13 V/P TURBODAILY","0","2000","-","0211-ABSC1.jpg"
"211","VCOT","1","LAND ROVER","110 2.5 TDI DEFENSER","0","1998","-","0211-VCOT1.jpg"
"211","VTTU","1","MERCEDES-BENZ","1922","0","1984","-","0211-VTTU1.jpg"
"211","ABTD","1","TOYOTA","HIACE 21LHA2 DIESEL","0","1991","-","0211-ABTD1.jpg"
"211","VETA","1","TOYOTA","HIACE LX412L DIESEL","0","1996","-","falta.jpg"
"211","VOPE","1","VOLKSWAGEN","GOLF","0","1991","-","falta.jpg"
"211","ABTD","2","FORD","TRANSIT L100 VAN","0","1991","-","falta.jpg"
"211","ABSC","2","RENAULT","TRAFIC TBX605","0","1994","-","0211-ABSC2.jpg"
"211","ABSC","3","RENAULT","MASTER 2.3 DTI FGL2H","0","1998","-","0211-ABSC3.jpg"
"211","ABTD","3","CITROEN","JUMPY 1.9D","0","2000","-","0211-ABTD3.jpg"
"211","ABTD","4","MERCEDES-BENZ","250D-T124","0","1988","-","0211-ABTD4.jpg"
"211","ABTD","5","MERCEDES-BENZ","250D-T124","0","1989","-","0211-ABTD5.jpg"
"211","ABTM","6","RENAULT","MASTER L2 H2","0","2002","-","0211-ABTM6.jpg"
"211","ABTD","7","MERCEDES-BENZ","VITO","0","2002","-","falta.jpg"
"711","ABTM","10","MERCEDES","315 CDI SPRINTER","0","2008",,"0711-ABTM10.jpg"
"711","ABTM","11","MERCEDES","315 CDI SPRINTER","0","2008",,"0711-ABTM11.jpg"
"711","BSRS","1","HONDA V50","JOKER 470","0","2000",,"0711-BSRS1.jpg"
"711","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998",,"0711-VCOT1.jpg"
"711","ABSC","2","FORD","TRANSIT L120 VAN","0","1995",,"0711-ABSC2.jpg"
"711","ABTD","6","MERCEDES","311 CDI SPRINTER","0","2008",,"0711-ABTD6.jpg"
"711","ABTM","2","FORD","TRANSIT L100 DRIVER","0","2000",,"0711-ABTM2.jpg"
"706","VTTR","2","MAN","16.220 F","12500","1986",,"0706-VTTR2.jpg"
"711","ABSC","1","MERCEDES","315 CDI SPRINTER","0","2008",,"0711-ABSC1.jpg"
"711","VFCI","1","MERCEDES","1317 AK/32","2500","1994",,"0711-VFCI1.jpg"
"213","VSAT","1","MITSUBISHI","CANTER FE649CD","400","2001","-","0213-VSAT1.jpg"
"213","VLCI","1","NISSAN","PICK-UP 4WD","500","1988","-","falta.jpg"
"213","VLCI","2","TOYOTA","HI-LUX 2.4D LN4A","500","1991","-","0213-VLCI2.jpg"
"213","VFCI","3","RENAULT","M150.09 34 MIDLINER","2500","1994","-","0213-VFCI3.jpg"
"213","VFCI","4","MERCEDES-BENZ","1217AK/32","3500","1985","-","0213-VFCI4.jpg"
"213","VTGC","1","SCANIA","110","20000","1973","-","0213-VTGC1.jpg"
"213","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2005","-","0213-ABSC1.jpg"
"213","VOPE","1","KAISER","JEEP","0","1975","-","falta.jpg"
"213","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998","-","0213-VCOT1.jpg"
"213","ABTD","1","MERCEDES-BENZ","250D-T124","0","1991","-","falta.jpg"
"213","VETA","1","TOYOTA","HIACE LX412L DIESEL","0","1999","-","0213-VETA1.jpg"
"213","ABTD","2","MERCEDES-BENZ","240TD-T123","0","1985","-","falta.jpg"
"213","ABSC","2","RENAULT","TRAFIC TBX405","0","1994","-","0213-ABSC2.jpg"
"213","VOPE","2","TOYOTA","DYNA 300","0","1995","-","0213-VOPE2.jpg"
"213","ABSC","3","IVECO","35S13 V/P TURBODAILY","0","2001","-","0213-ABSC3.jpg"
"213","ABTD","3","MERCEDES-BENZ","250D-T124","0","1990","-","0213-ABTD3.jpg"
"213","ABTD","4","FORD","TRANSIT100 LONGA","0","1988","-","0213-ABTD4.jpg"
"213","ABTD","5","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2000","-","0213-ABTD5.jpg"
"213","ABTD","6","TOYOTA","HIACE 21LHA2 DIESEL","0","1992","-","0213-ABTD6.jpg"
"213","ABTD","7","TOYOTA","HIACE 21LHA2 DIESEL","0","1994","-","0213-ABTD7.jpg"
"213","ABTD","8","MERCEDES-BENZ","212D/30 SPRINTER","0","1999","-","0213-ABTD8.jpg"
"213","ABTM","9","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","0213-ABTM9.jpg"
"214","VSAT","1","NISSAN","CABSTAR E110.35","200","2000","-","0214-VSAT1.jpg"
"214","VLCI","4","MAZDA","B2500","400","2001","-","0214-VLCI4.jpg"
"214","VRCI","3","MERCEDES-BENZ","1513","500","1987","-","falta.jpg"
"214","VETA","1","NISSAN","PICK-UP 4WD","600","1987","-","falta.jpg"
"214","VFCI","1","IVECO","ML95E21WDBRS E2 EURO","2000","2000","-","0214-VFCI1.jpg"
"214","VFCI","2","MERCEDES-BENZ","917AF/31","2000","1995","-","0214-VFCI2.jpg"
"214","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2004","-","0214-ABSC1.jpg"
"214","ABTD","1","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2001","-","0214-ABTD1.jpg"
"214","VCOT","1","NISSAN","PATROL LONGO","0","1998","-","0214-VCOT1.jpg"
"214","VOPE","1","VOLKSWAGEN","GOLF","0","1988","-","falta.jpg"
"214","ABSC","2","MERCEDES-BENZ","SPRINTER","0","2009","-","0214-ABSC2.jpg"
"214","ABTD","2","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1995","-","falta.jpg"
"214","VETA","2","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","2000","-","0214-VETA2.jpg"
"214","ABTD","3","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2001","-","0214-ABTD3.jpg"
"214","ABSC","3","RENAULT","TRAFIC TBX605","0","1997","-","0214-ABSC3.jpg"
"214","VETA","3","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1991","-","falta.jpg"
"214","ABTD","4","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1993","-","0214-ABTD4.jpg"
"301","ATGC","3","IVECO","MT190E24 AE2 EUROTEC","8000","1999","-","falta.jpg"
"301","VECI","1","VOLVO","N","0","1986","-","falta.jpg"
"301","AE 0","3","IVECO","ML130E23/HE 2 EUROCA","0","2000","-","falta.jpg"
"301","ABSC","4","MERCEDES-BENZ","312D/35 SPRINTER","0","2000","-","falta.jpg"
"302","VE 0","1","MERCEDES-BENZ","911","0","2000","-","falta.jpg"
"302","VSAT","1","TOYOTA","HI-LUX 2.4D 33LNA4","0","1991","-","falta.jpg"
"302","ABSC","3","MERCEDES-BENZ","312D/35 SPRINTER","0","1996","-","falta.jpg"
"303","VRCI","1","IVECO","FF135E24W RANGER","2000","1999","-","falta.jpg"
"303","ABSC","1","TOYOTA","HIACE LX412L DIESEL","0","1998","-","falta.jpg"
"303","VECI","1","FIAT","160 NC","0","1983","-","0303-VECI1.jpg"
"303","VE30","1","MAGIRUS DEUTZ","192D13","0","1983","-","falta.jpg"
"303","VTTU","1","MERCEDES-BENZ","-","0","1995","-","falta.jpg"
"303","VUCI","1","MERCEDES-BENZ","1124F","0","1998","-","0303-VUCI1.jpg"
"303","VSAE","1","MERCEDES-BENZ","1328 ATEGO","0","2003","-","0303-VSAE1.jpg"
"303","ABCI","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","0303-ABCI1.jpg"
"303","ABTD","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","falta.jpg"
"303","ABTM","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","falta.jpg"
"303","VCOT","1","TOYOTA","HI-LUX 2.4D POLN65","0","1989","-","0303-VCOT1.jpg"
"303","VSAT","1","TOYOTA","HI-LUX 2.4D POLN65","0","1989","-","0303-VSAT1.jpg"
"303","VLCI","1","TOYOTA","LAND CRUISER BJ45","0","1985","-","0303-VLCI1.jpg"
"303","VOPE","1","VOLKSWAGEN","POLO GL","0","1997","-","falta.jpg"
"303","VTTU","2","IVECO","-","0","1992","-","0303-VTTU2.jpg"
"303","VRCI","2","RENAULT","M210 MIDLINER","0","1999","-","0303-VRCI2.jpg"
"303","VUCI","2","TOYOTA","DYNA 250","0","1986","-","0303-VUCI2.jpg"
"303","ABTM","2","TOYOTA","HIACE LX412L DIESEL","0","2002","-","falta.jpg"
"303","VLCI","2","TOYOTA","HI-LUX 2.4D POLN65","0","1990","-","0303-VLCI2.jpg"
"303","VECI","2","VOLVO","N7 TURBO","0","1986","-","0303-VECI2.jpg"
"303","VLCI","3","-","-","0","2000","-","0303-VLCI3.jpg"
"303","VECI","3","MERCEDES-BENZ","1517","0","1992","-","falta.jpg"
"303","ABSC","3","MERCEDES-BENZ","208D/30","0","1991","-","falta.jpg"
"303","ABTM","3","TOYOTA","HIACE LX412L DIESEL","0","2002","-","falta.jpg"
"303","ABTM","4","TOYOTA","HIACE LX412L DIESEL","0","2000","-","0303-ABTM4.jpg"
"303","ABTM","5","FORD","TRANSIT L100 VAN","0","1992","-","falta.jpg"
"303","VLCI","5","NISSAN","PICK-UP","0","1991","-","0303-VLCI5.jpg"
"303","ABSC","6","TOYOTA","HIACE 21LHA2 DIESEL","0","1995","-","0303-ABSC6.jpg"
"303","VLCI","6","TOYOTA","HI-LUX 2.4D 33LNA4","0","1992","-","0303-VLCI6.jpg"
"303","ABSC","7","FORD","TRANSIT L100 VAN","0","1992","-","falta.jpg"
"303","ABTM","7","TOYOTA","HIACE VLH51V DIESEL","0","1988","-","falta.jpg"
"303","VLCI","7","TOYOTA","HI-LUX 2.4D 33LNA4","0","1992","-","0303-VLCI7.jpg"
"303","ABTM","8","FORD","TRANSIT L100 VAN","0","1993","-","0303-ABTM8.jpg"
"303","ABSC","8","MERCEDES-BENZ","208D/30","0","1993","-","falta.jpg"
"303","ABSC","9","RENAULT","MASTER T33D 2.8DTI","0","2000","-","0303-ABSC9.jpg"
"304","VRCI","3","MERCEDES-BENZ","917AF/31","2000","1996","-","falta.jpg"
"304","VFCI","1","CHEVROLET","CE61702 VIKING","0","1970","-","falta.jpg"
"304","ABSC","1","FORD","TRANSIT L DI","0","1992","-","falta.jpg"
"304","VCOT","1","NISSAN","PATROL LONGO","0","1998","-","falta.jpg"
"304","VSAT","1","TOYOTA","HI-LUX 2.4D POLN65","0","1987","-","falta.jpg"
"304","PSE","1","VOLVO","N1027","0","2000","-","falta.jpg"
"304","VFCI","2","GMC","-","0","1982","-","falta.jpg"
"304","ABTD","2","VOLKSWAGEN","COMBI","0","1968","-","falta.jpg"
"304","ABSC","3","FORD","TRANSIT L100 LGTA","0","1996","-","falta.jpg"
"304","VFCI","3","TOYOTA","DYNA 280 TURBO","0","1996","-","falta.jpg"
"304","VLCI","3","UMM","ALTER 4X4 D II LONGO","0","1992","-","falta.jpg"
"304","ABSC","5","RENAULT","MASTER T33D 2.8DTI","0","1998","-","falta.jpg"
"304","VLCI","7","UMM","ALTER 4X4 D","0","1986","-","falta.jpg"
"304","ABSC","9","RENAULT","ESPACE TA","0","2000","-","falta.jpg"
"305","VLCI","1","NISSAN","PICK-UP RLMD21","500","1990","-","falta.jpg"
"305","VLCI","2","NISSAN","PICK-UP RLMD21","500","1990","-","falta.jpg"
"305","ATGC","2","IVECO","175-24","0","1992","-","falta.jpg"
"305","ATGC","3","VOLVO","FL6-15","8000","1999","-","falta.jpg"
"305","VFCI","1","INTERNATIONAL","LOADSTAR 1600","0","1974","-","falta.jpg"
"305","PSE","1","MERCEDES-BENZ","1314","0","1989","-","falta.jpg"
"305","ATGC","1","SCANIA","-","0","1965","-","falta.jpg"
"305","VE 0","1","MERCEDES-BENZ","209D","0","2000","-","falta.jpg"
"305","ABTD","1","MERCEDES-BENZ","212D/35 SPRINTER","0","1998","-","falta.jpg"
"305","ABSC","1","MERCEDES-BENZ","312D/35 SPRINTER","0","2000","-","falta.jpg"
"305","E30","1","PIRSCH","-","0","2000","-","falta.jpg"
"305","ASL","1","TOYOTA","DYNA 280 TURBO","0","1998","-","falta.jpg"
"305","VTPT","1","TOYOTA","HIACE VLH51V DIESEL","0","1986","-","falta.jpg"
"305","VCOT","1","TOYOTA","HI-LUX 2.4D POLN65","0","1990","-","falta.jpg"
"305","AGL","1","WILLYS FARGO","FARGO","0","2000","-","falta.jpg"
"305","VFCI","2","CHEVROLET","CK-30 FALCON","0","2000","-","falta.jpg"
"305","SDL","2","LAND ROVER","109 LONG SERIE III","0","1983","-","falta.jpg"
"305","ABTD","2","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2001","-","falta.jpg"
"305","ABSC","2","MERCEDES-BENZ","MB100D","0","1994","-","falta.jpg"
"305","VCOT","2","MITSUBISHI","PAJERO SPORTSWAGON","0","2000","-","falta.jpg"
"305","VTPT","2","TOYOTA","HIACE 21LHA2 DIESEL","0","1992","-","falta.jpg"
"305","ABSC","3","FORD","-","0","2000","-","falta.jpg"
"305","ABTD","3","MERCEDES-BENZ","212D/35 SPRINTER","0","1998","-","falta.jpg"
"305","VFCI","3","TOYOTA","DYNA BU80L-MDDT6.2","0","1988","-","falta.jpg"
"305","VTPT","3","TOYOTA","HIACE VLH51V DIESEL","0","1987","-","falta.jpg"
"305","VTPT","4","FORD","TRANSIT L100 VAN","0","1997","-","falta.jpg"
"305","ABSC","4","MERCEDES-BENZ","MB100D","0","1994","-","falta.jpg"
"305","ABTD","4","PEUGEOT","505 GRD TA","0","2000","-","falta.jpg"
"305","VFCI","4","TOYOTA","DYNA BU80L-MDDT6.2","0","1988","-","falta.jpg"
"305","ABTD","5","MERCEDES-BENZ","240D-T123","0","1981","-","falta.jpg"
"305","VFCI","5","MERCEDES-BENZ","LAF1113B","0","2000","-","falta.jpg"
"305","ABSC","5","MERCEDES-BENZ","MB140D/26","0","1988","-","falta.jpg"
"305","VTPT","5","TOYOTA","HIACE DIESEL","0","1998","-","falta.jpg"
"305","VTPT","6","FORD","TRANSIT L DI","0","1999","-","falta.jpg"
"305","VFCI","6","MACK","-","0","2000","-","falta.jpg"
"305","ABTD","6","MERCEDES-BENZ","300D","0","2000","-","falta.jpg"
"305","ABTD","7","MERCEDES-BENZ","212D/35 SPRINTER","0","1997","-","falta.jpg"
"306","VFCI","1","MERCEDES-BENZ","UNIMOG U100L","1300","1996","-","falta.jpg"
"306","ATGC","1","IVECO","MP190E38 EUROTECH","9000","2000","-","falta.jpg"
"306","VCOT","1","LAND ROVER","90 2.5 TDI DEFENDER","0","1996","-","falta.jpg"
"306","PSE","1","VOLVO","N7 TURBO","0","2000","-","falta.jpg"
"306","VFCI","4","MAGIRUS DEUTZ","170D","0","2000","-","falta.jpg"
"306","ABTD","5","TOYOTA","HIACE VLH51V DIESEL","0","1986","-","falta.jpg"
"306","VTPT","5","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1998","-","falta.jpg"
"306","ABSC","6","RENAULT","TRAFIC T1300D","0","1987","-","falta.jpg"
"306","TGL","6","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","2001","-","falta.jpg"
"307","VLCI","3","TOYOTA","HI-LUX 2.4D POLN65","500","1988","-","falta.jpg"
"307","VUCI","1","MERCEDES-BENZ","1117K/315","3000","1995","-","0307-VUCI1.jpg"
"307","VTTU","1","MERCEDES-BENZ","2024","6900","1996","-","0307-VTTU1.jpg"
"307","BRTS","1","-","-","0","2000","-","falta.jpg"
"307","VETA","1","-","-","0","2000","-","falta.jpg"
"307","ABTM","1","HYUNDAI","H1","0","2002","-","0307-ABTM1.jpg"
"307","ABSC","1","IVECO","35S13 V/P TURBODAILY","0","2001","-","falta.jpg"
"307","VSAT","1","LAND ROVER","109 LONG SERIE III","0","1982","-","0307-VSAT1.jpg"
"307","VCOT","1","LAND ROVER","90 2.5 TD5 DEFENDER","0","1999","-","0307-VCOT1.jpg"
"307","ABTD","1","MERCEDES-BENZ","212D/30 SPRINTER","0","1998","-","falta.jpg"
"307","ABCI","1","MERCEDES-BENZ","312D/35 SPRINTER","0","1997","-","0307-ABCI1.jpg"
"307","VE24","1","RENAULT","JN90","0","1978","-","0307-VE241.jpg"
"307","VAME","1","TOYOTA","LAND CRUISER BJ40","0","2000","-","falta.jpg"
"307","VECI","1","VOLVO","F7","0","1986","-","0307-VECI1.jpg"
"307","ABTD","2","-","-","0","2000","-","falta.jpg"
"307","ABSC","2","FORD","TRANSIT L100 LGTA","0","1995","-","falta.jpg"
"307","VTTU","2","MERCEDES-BENZ","1513","0","1971","-","0307-VTTU2.jpg"
"307","ABTM","2","MITSUBISHI","L300 2.5D","0","1996","-","falta.jpg"
"307","VUCI","2","RENAULT","JN90","0","1980","-","0307-VUCI2.jpg"
"307","VETA","2","UMM","ALTER 4X4 D","0","1986","-","0307-VETA2.jpg"
"307","ABSC","3","CITROEN","C25D 1400 280 B50 S-","0","1990","-","falta.jpg"
"307","VUCI","3","DODGE","W400 CUSTOM","0","1981","-","0307-VUCI3.jpg"
"307","VTTU","3","MERCEDES-BENZ","-","0","1983","-","falta.jpg"
"307","ABTM","3","MERCEDES-BENZ","MB100D","0","1988","-","falta.jpg"
"307","ABTD","3","TOYOTA","HIACE VLH51V DIESEL","0","1990","-","0307-ABTD3.jpg"
"307","ABTD","4","RENAULT","MASTER T35D","0","1990","-","0307-ABTD4.jpg"
"308","VLCI","2","BEDFORD","BRAVA 2500","500","1992","-","falta.jpg"
"308","VFCI","1","RENAULT","-","2000","1986","-","falta.jpg"
"308","VFCI","2","DAF","YA4440P 4WD","3000","1993","-","falta.jpg"
"308","VUCI","2","MERCEDES-BENZ","1117K/315","3000","1995","-","falta.jpg"
"308","VUCI","1","VOLVO","F6S GS","6000","1985","-","falta.jpg"
"308","VTTU","1","RENAULT","GRH235","14000","1979","-","falta.jpg"
"308","VTTU","2","RENAULT","GRH235","14000","1980","-","falta.jpg"
"308","VTGC","1","MERCEDES-BENZ","1944 LS35","34000","1987","-","falta.jpg"
"308","ABSC","1","FORD","TRANSIT 100 LONGA","0","1990","-","falta.jpg"
"308","VSAT","1","FORD","TRANSIT L120","0","1987","-","falta.jpg"
"308","VP42","1","IVECO-PEGASO","MP240E34 TN EUROTECH","0","2001","-","falta.jpg"
"308","ABTM","1","MERCEDES-BENZ","208D/30 SPRINTER","0","1997","-","falta.jpg"
"308","ABCI","1","MERCEDES-BENZ","312D/35 SPRINTER","0","1996","-","falta.jpg"
"308","INEM","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"308","VSAM","1","MERCEDES-BENZ","C200 KOMPRESSOR","0","1998","-","falta.jpg"
"308","VCOT","1","NISSAN","PATROL JP260SFQ","0","1997","-","falta.jpg"
"308","VLCI","1","NISSAN","PICK UP","0","1989","-","falta.jpg"
"308","ABTD","1","TOYOTA","HIACE VLH51V DIESEL","0","1990","-","falta.jpg"
"308","VOPE","1","VOLKSWAGEN","GOLF","0","1990","-","falta.jpg"
"308","ABSC","2","FORD","TRANSIT L100 VAN","0","1991","-","falta.jpg"
"308","ABTD","2","MERCEDES-BENZ","208D","0","1995","-","falta.jpg"
"308","ABTM","2","MERCEDES-BENZ","312D/35 SPRINTER","0","1999","-","falta.jpg"
"308","ABCI","2","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2000","-","falta.jpg"
"308","VLCI","3","LAND ROVER","2.5 TDI 110 DEFENDER","0","1997","-","falta.jpg"
"308","ABSC","3","MERCEDES-BENZ","208D/30 SPRINTER","0","1996","-","falta.jpg"
"308","ABTM","3","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2000","-","falta.jpg"
"308","ABTD","3","TOYOTA","HIACE LX412L DIESEL","0","1999","-","falta.jpg"
"308","VLCI","4","LAND ROVER","2.5 TD5 110 DEFENDER","0","1999","-","falta.jpg"
"308","ABSC","4","MERCEDES-BENZ","312D/35 SPRINTER","0","1999","-","falta.jpg"
"308","ABTM","4","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","falta.jpg"
"308","ABTD","4","TOYOTA","HIACE LX412L DIESEL","0","2001","-","falta.jpg"
"308","ABTM","5","-","-","0","2002","-","falta.jpg"
"308","ABSC","5","MERCEDES-BENZ","312D/35 SPRINTER","0","1999","-","falta.jpg"
"308","VLCI","5","MITSUBISHI","L200 PICK UP 4X4","0","2002","-","falta.jpg"
"309","VFCI","2","MERCEDES-BENZ","UNIMOG U1350L","0","1995","-","falta.jpg"
"309","VTTU","1","-","-","0","2000","-","falta.jpg"
"309","VTPT","1","FORD","TRANSIT L100 VAN","0","1998","-","falta.jpg"
"309","ABSC","1","IVECO","30E8 DAILY","0","1992","-","falta.jpg"
"309","VLCI","1","LAND ROVER","130 2.5 TD5 DEFENDER","0","2000","-","falta.jpg"
